:START_ID,:END_ID,:TYPE,ratio,rule_type,description
amara,sarva_tala,LOCATED_AT,,SPATIAL,Images of the Amaras are to be placed on each floor of the temple.
siddha_2,sarva_tala,LOCATED_AT,,SPATIAL,Images of the Siddhas are to be placed on each floor of the temple.
gandharva_2,sarva_tala,LOCATED_AT,,SPATIAL,Images of the Gandharvas are to be placed on each floor of the temple.
muni_2,sarva_tala,LOCATED_AT,,SPATIAL,Images of the Munis are to be placed on each floor of the temple.
rsabha,karṇa_grīvā_adhiṣṭhāna,LOCATED_AT,,SPATIAL,An image of a bull (vrsabha) is placed at each corner of the base of the attic (griva).
vāhana,dakṣiṇa_pārśva_devatā,LOCATED_AT,,SPATIAL,The mount (vahana) of a deity is to be placed to the right side of that deity's image.
dvi_tala_prāsāda_vistāra,pañca_caturdaśa_hasta,HAS_PROPERTY,,MEASUREMENT,"The width of a two-storeyed temple ranges from 5 or 6 cubits up to 13 or 14 cubits, increasing in increments of 2 cubits."
karṇakūṭa_vistāra,bhūmi_vistāra,HAS_DIMENSION_RATIO,0.1667,MEASUREMENT,"The width of a corner aedicule (karnakuta) is 1 part of the total ground floor width, which is divided into 6 or 7 parts."
bhadra_āyāma,bhūmi_vistāra,HAS_DIMENSION_RATIO,0.4286,MEASUREMENT,"The length of a median aedicule (bhadra) is 2 or 3 parts of the total ground floor width, which is divided into 6 or 7 parts."
adhisthana,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.1071,MEASUREMENT,"The height of the base (adhisthana) is 3 parts of the total temple height, which is divided into 28 parts."
bhūmi,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.2143,MEASUREMENT,"The height of the ground floor (bhumi) is 6 parts of the total temple height, which is divided into 28 parts."
bhūmi_prastara,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.1071,MEASUREMENT,"The height of the ground floor's entablature (prastara) is 3 parts of the total temple height, which is divided into 28 parts."
tāla_3,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.1786,MEASUREMENT,"The height of the upper storey (tala) is 5 parts of the total temple height, which is divided into 28 parts."
tala_prastara,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.0714,MEASUREMENT,"The height of the upper storey's entablature (prastara) is 2 parts of the total temple height, which is divided into 28 parts."
gala_2,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.0357,MEASUREMENT,"The height of the stereobate of the attic (gala) is 1 part of the total temple height, which is divided into 28 parts."
śikhara,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.0714,MEASUREMENT,"The height of the attic (sikhara) is 2 parts of the total temple height, which is divided into 28 parts."
sikha_4,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.1607,MEASUREMENT,"The height of the roof (sikha) is 4.5 parts of the total temple height, which is divided into 28 parts."
stūpi,prāsāda_utsedha,HAS_DIMENSION_RATIO,0.0536,MEASUREMENT,"The height of the finial (stupi) is 1.5 parts of the total temple height, which is divided into 28 parts."
bhūmi,adhisthana,LOCATED_ABOVE,,SPATIAL,The ground floor (bhumi) is located vertically above the base (adhisthana).
bhūmi_prastara,bhūmi,LOCATED_ABOVE,,SPATIAL,The ground floor's entablature (prastara) is located vertically above the ground floor (bhumi).
tāla_3,bhūmi_prastara,LOCATED_ABOVE,,SPATIAL,The upper storey (tala) is located vertically above the ground floor's entablature.
gala_2,tala_prastara,LOCATED_ABOVE,,SPATIAL,The stereobate of the attic (gala) is located vertically above the upper storey's entablature.
śikhara,gala_2,LOCATED_ABOVE,,SPATIAL,The attic (sikhara) is located vertically above its stereobate (gala).
stūpi,sikha_4,LOCATED_ABOVE,,SPATIAL,"The finial (stupi) is the topmost element, located vertically above the roof (sikha)."
Svastika_prāsāda_adhiṣṭhāna,caturasra,HAS_SHAPE,,DEFINITION,The base (adhisthana) of a Svastika temple is square.
Svastika_prāsāda_śikhara,caturasra,HAS_SHAPE,,DEFINITION,The attic (sikhara) of a Svastika temple is square.
Svastika_prāsāda,karnakuta_2,HAS_PART,,HIERARCHY,A Svastika temple has four corner aediculae (karnakuta).
Svastika_prāsāda,bhadrakuta,HAS_PART,,HIERARCHY,A Svastika temple has four median aediculae (bhadra) on its facades.
Svastika_prāsāda,nāsikā,HAS_PART,,HIERARCHY,A Svastika temple has eight small false dormer windows (nasika).
Svastika_prāsāda,kṣudra_nāsikā,HAS_PART,,HIERARCHY,A Svastika temple has forty-eight very small false dormer windows (ksudra-nasika).
ghaṭodbhava_latā,madhya_nirantara_bhitti,LOCATED_AT,,SPATIAL,"Decorative creepers emerging from vases are located on the wall, in the middle of the recesses."
svastika_11,prasada,IS_A,,DEFINITION,A Svastika is a type of temple (prāsāda) which is suitable for all gods (akhiladevatā) and is characterized by features such as arcatures and a socle (upapīṭha).
vipulasundara,prasada,IS_A,,DEFINITION,A Vipulasundara is a type of temple (prāsāda) defined by its corner aediculae (karṇakūṭa) being at a lower height than its median aediculae (śālā).
karnakuta_2,śālā_7,LOCATED_BELOW,,SPATIAL,"In a Vipulasundara temple, the corner aediculae (karṇakūṭa) are positioned at a lower height than the median aediculae (śālā)."
upapitha_3,śālā_7,LOCATED_BELOW,,SPATIAL,"In a Vipulasundara temple, a socle (upapīṭha) is located beneath the median aediculae (śālā)."
adhisthana,stambha_5,HAS_DIMENSION_RATIO,0.1,MEASUREMENT,The height of the stereobate (adhiṣṭhāna) supporting an aedicula is one-tenth (0.1) the height of the pillars (stambha) of its corresponding storey.
śarīra,stambha_5,HAS_DIMENSION_RATIO,0.3,MEASUREMENT,The height of the body (śarīra) of an aedicula is three-tenths (0.3) the height of the pillars (stambha) of its corresponding storey.
prastara_3,stambha_5,HAS_DIMENSION_RATIO,0.175,MEASUREMENT,The height of the entablature (prastara) of an aedicula is one and three-quarter tenths (0.175) the height of the pillars (stambha) of its corresponding storey.
griva_2,stambha_5,HAS_DIMENSION_RATIO,0.125,MEASUREMENT,The height of the attic (grīvā) of an aedicula is one and a quarter tenths (0.125) the height of the pillars (stambha) of its corresponding storey.
śikhara,stambha_5,HAS_DIMENSION_RATIO,0.3,MEASUREMENT,The height of the roof (śikhara) of an aedicula is three-tenths (0.3) the height of the pillars (stambha) of its corresponding storey.
kailasa,prasada,IS_A,,DEFINITION,A Kailāsa is a type of temple (prāsāda) defined by its median aediculae (śālā) being at a lower height than its corner aediculae (karṇakūṭa).
śālā_7,karnakuta_2,LOCATED_BELOW,,SPATIAL,"In a Kailāsa temple, the median aediculae (śālā) are positioned at a lower height than the corner aediculae (karṇakūṭa)."
upapitha_3,karnakuta_2,LOCATED_BELOW,,SPATIAL,"In a Kailāsa temple, a socle (upapīṭha) is located beneath the corner aediculae (karṇakūṭa)."
prāsāda_vṛtta_śikhara,prasada,IS_A,,DEFINITION,"A type of temple is defined by having a circular stereobate of attic (vedikā), attic (grīvā), roof (śikhara), and finial (stūpi), along with eight corner aediculae and four median aediculae."
svastibandhana_2,prasada,IS_A,,DEFINITION,"A Svastibandhana is a temple type with a square roof, four elongated half-aediculae (ardhaśālā) set into the roof, four corner aediculae (karṇakūṭa), and forty-eight small false dormer windows (kṣudranāsikā)."
ardhaśālā,śikhara,LOCATED_AT,,SPATIAL,"In a Svastibandhana temple, four half-aediculae (ardhaśālā) are set into the roof (śikhara)."
kalyana_2,prasada,IS_A,,DEFINITION,"A Kalyāṇa is a temple where corner (karṇakūṭa) and median (śālā) aediculae are placed on socles (upapīṭha), causing dwarf-galleries (hārāntara) and intermediate aediculae (pañjara) to be much lower. It has sixty-two small false dormer windows (kṣudranāsikā)."
hārāntara,karnakuta_2,LOCATED_BELOW,,SPATIAL,"In a Kalyāṇa temple, the dwarf-galleries (hārāntara) are consequently positioned much lower than the socle-supported aediculae."
pancala_3,prasada,IS_A,,DEFINITION,A Pañcāla is a temple type defined by the absence of aediculae set into the roof and the presence of four false dormer windows (nāsikā).
visnukanta_2,prasada,IS_A,,DEFINITION,"A Viṣṇukānta is a temple where the stereobate of the attic (vedikā), the attic (grīvā), the roof (śikhara), and the finial (stūpi) are all octagonal. It also has eight false dormer windows on the roof."
nāsikā,śikhara,LOCATED_AT,,SPATIAL,"In a Viṣṇukānta temple, eight false dormer windows (nāsikā) are located on the roof."
prāsāda_āyata,prasada,IS_A,,DEFINITION,An unnamed temple type is defined by a rectangular plan and the absence of socles under its corner and median aediculae.
dairghya,vistara_2,HAS_DIMENSION_RATIO,1.25,MEASUREMENT,"For a specific unnamed rectangular temple type, the length (dairghya) is one and a quarter times (1.25) its width (vistāra)."
hastipṛṣṭha,plan_length_to_width,HAS_DIMENSION_RATIO,1.25,MEASUREMENT,A Hastiprstha type temple is defined by a rectangular plan where the length is one and a quarter (1.25) times its width.
gajaprstha_sikhara,hastipṛṣṭha,PART_OF,,HIERARCHY,A Hastiprstha type temple is defined by having an apsidal roof (Gajaprstha Sikhara).
śālā_7,hastiprstha_mukha,PART_OF,,SPATIAL,A Hastiprstha type temple is defined by having two elongated aediculae (Sala) on its facade (Mukha).
gajaprstha_adhisthana,hastipṛṣṭha,PART_OF,,HIERARCHY,The base (Adhisthana) of a Hastiprstha type temple may optionally be of an apsidal form (Gajaprstha).
manohara_adhisthana,caturasra,HAS_PLAN_SHAPE,,DEFINITION,A Manohara type temple is defined by a base (Adhisthana) with a square (Caturasra) plan.
manohara_garbhagrha,vrtta_2,HAS_PLAN_SHAPE,,DEFINITION,A Manohara type temple is defined by a sanctum (Garbhagrha) with a circular (Vrtta) plan.
svarakanta,vrtta_2,HAS_PLAN_SHAPE,,DEFINITION,"A Svarakanta type temple is defined by a circular (Vrtta) plan from its plinth (Upana) to its finial (Stupi), both internally and externally."
vrttaharmya_garbhagrha,caturasra,HAS_PLAN_SHAPE,,DEFINITION,A Vrttaharmya type temple is defined by a sanctum (Garbhagrha) with a square (Caturasra) plan.
vrttaharmya_adhisthana,vrtta_2,HAS_PLAN_SHAPE,,DEFINITION,A Vrttaharmya type temple is defined by a base (Adhisthana) with a circular (Vrtta) plan.
kuberakanta_adhisthana,ayatasra,HAS_PLAN_SHAPE,,DEFINITION,A Kuberakanta type temple is defined by a base (Adhisthana) with a rectangular (Ayatasra) plan.
kuberakanta_griva,sadasra,HAS_PLAN_SHAPE,,DEFINITION,A Kuberakanta type temple is defined by an attic (Griva) with a hexagonal (Sadasra) plan.
kuberakanta_sikhara,sadasra,HAS_PLAN_SHAPE,,DEFINITION,A Kuberakanta type temple is defined by a roof (Sikhara) with a hexagonal (Sadasra) plan.
sancita,prasada_classification,IS_A,,HIERARCHY,Sancita is one of three primary classifications of buildings based on construction method and form.
asancita,prasada_classification,IS_A,,HIERARCHY,Asancita is one of three primary classifications of buildings based on construction method and form.
upasancita,prasada_classification,IS_A,,HIERARCHY,Upasancita is one of three primary classifications of buildings based on construction method and form.
sancita,purusa_prasada,SYNONYM_OF,,DEFINITION,The Sancita building classification is conceptually identified as 'male' (Purusa).
asancita,stri_prasada,SYNONYM_OF,,DEFINITION,The Asancita building classification is conceptually identified as 'female' (Stri).
upasancita,napumsaka_prasada,SYNONYM_OF,,DEFINITION,The Upasancita building classification is conceptually identified as 'neuter' (Napumsaka).
sancita,massive_construction,IS_DEFINED_BY,,DEFINITION,"A Sancita building is defined by its massive construction, using stone or brick, especially from the dripstone to the roof."
asancita,vaulted_construction,IS_DEFINED_BY,,DEFINITION,"An Asancita building, made of brick or wood, is defined by its composition of inaccessible vaulted parts."
upasancita,composite_construction,IS_DEFINED_BY,,DEFINITION,"An Upasancita building is defined by a composite construction, featuring both vaulted and massive parts."
stūpi,ūrdhvapāda,HAS_DIMENSION_RATIO,0.1429,MEASUREMENT,The height of the finial (stūpi) of an engaged structure is one-seventh the height of the pillars of the upper storey.
śikhara,ūrdhvapāda,HAS_DIMENSION_RATIO,0.4286,MEASUREMENT,The height of the roof (śikhara) of an engaged structure is three-sevenths the height of the pillars of the upper storey.
gatra,ūrdhvapāda,HAS_DIMENSION_RATIO,0.2857,MEASUREMENT,The height of the body (gātra) of an engaged structure is two-sevenths the height of the pillars of the upper storey.
adhisthana,ūrdhvapāda,HAS_DIMENSION_RATIO,0.1429,MEASUREMENT,The height of the base (adhiṣṭhāna) of an engaged structure is one-seventh the height of the pillars of the upper storey.
torana_3,torana_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The height of an arch (toraṇa) is equal to its width.
kṣudrapāda,pada_5,HAS_DIMENSION_RATIO,0.75,MEASUREMENT,The diameter of a colonette (kṣudrapāda) is three-quarters the diameter of the bottom of the pillar of the corresponding storey.
torana_3,hāra_5,LOCATED_AT,,SPATIAL,Decorative arcatures (toraṇa) should be placed on dwarf-galleries (hāra).
torana_3,bhitti,LOCATED_AT,,SPATIAL,Decorative arcatures (toraṇa) should be placed in the middle of the facade (bhitti) of a building.
torana_3,karnakuta_2,LOCATED_AT,,SPATIAL,Decorative arcatures (toraṇa) should be placed on corner aediculae (karṇakūṭa).
torana_3,śālā_7,LOCATED_AT,,SPATIAL,Decorative arcatures (toraṇa) should be placed on elongated aediculae (śālā).
torana_3,dvara_4,LOCATED_AT,,SPATIAL,Arcatures (toraṇa) can be placed to surround or be beside a door (dvāra).
dvārapāla-koṣṭha,uttara_6,HAS_VERTICAL_EXTENT,,SPATIAL,Niches for door guardians (dvārapāla-koṣṭha) are elevated up to the level of the architrave (uttara).
torana_3,potikā,HAS_VERTICAL_EXTENT,,SPATIAL,An arch (toraṇa) surrounding a door guardian niche can be elevated up to the level of the bracket capital (potikā).
tribhūmi-prāsāda,hasta_3,HAS_DIMENSION_RULE,,MEASUREMENT,"A three-storeyed temple can have a width from 7 or 8 cubits (hasta) to 15 or 16 cubits, with successive increments of two cubits."
svastika-prāsāda,tribhūmi-prāsāda,IS_A,,HIERARCHY,The Svastika is a type of three-storeyed temple.
svastika-prāsāda,aṁśa_3,HAS_PLAN_DIVISION,,MEASUREMENT,The ground floor width of a Svastika temple is divided into 7 or 8 parts (aṁśa).
karnakuta_2,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"On a Svastika temple's ground floor, the width of a corner aedicula (karṇakūṭa) is one part (aṁśa) of the plan division."
śālā_7,aṁśa_3,HAS_DIMENSION_RATIO,2.5,MEASUREMENT,"On a Svastika temple's ground floor, the length of a median aedicula (śālā) is two or three parts (aṁśa) of the plan division."
pañjara_3,aṁśa_3,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,"On a Svastika temple's ground floor, the width of an intermediate aedicula (pañjara) is half a part (aṁśa) of the plan division."
hāra_5,aṁśa_3,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,"On a Svastika temple's ground floor, the width of a dwarf-gallery (hāra) is half a part (aṁśa) of the plan division."
svastika-prāsāda,aṁśa_3,HAS_VERTICAL_DIVISION,,MEASUREMENT,The total height of a Svastika temple is divided into 24 parts (aṁśa).
adhisthana,svastika-prāsāda,HAS_DIMENSION_RATIO,0.125,MEASUREMENT,The height of the base (adhiṣṭhāna) of a Svastika temple is 3 out of 24 parts of the total temple height.
gatra,svastika-prāsāda,HAS_DIMENSION_RATIO,0.1667,MEASUREMENT,The height of the ground floor body (gātra) of a Svastika temple is 4 out of 24 parts of the total temple height.
prastara_3,svastika-prāsāda,HAS_DIMENSION_RATIO,0.0833,MEASUREMENT,The height of the ground floor entablature (prastara) of a Svastika temple is 2 out of 24 parts of the total temple height.
gatra,svastika-prāsāda,HAS_DIMENSION_RATIO,0.1563,MEASUREMENT,The height of the second storey body (gātra) of a Svastika temple is 3.75 out of 24 parts of the total temple height.
prastara_3,svastika-prāsāda,HAS_DIMENSION_RATIO,0.0625,MEASUREMENT,The height of the second storey entablature (prastara) of a Svastika temple is 1.5 out of 24 parts of the total temple height.
gatra,svastika-prāsāda,HAS_DIMENSION_RATIO,0.1458,MEASUREMENT,The height of the third storey body (gātra) of a Svastika temple is 3.5 out of 24 parts of the total temple height.
prastara_3,svastika-prāsāda,HAS_DIMENSION_RATIO,0.0521,MEASUREMENT,The height of the third storey entablature (prastara) of a Svastika temple is 1.25 out of 24 parts of the total temple height.
griva_2,svastika-prāsāda,HAS_DIMENSION_RATIO,0.0208,MEASUREMENT,The combined height of the attic (grīva) and its stereobate (vedi) of a Svastika temple is 0.5 out of 24 parts of the total temple height.
śikhara,svastika-prāsāda,HAS_DIMENSION_RATIO,0.1458,MEASUREMENT,The height of the roof (śikhara) of a Svastika temple is 3.5 out of 24 parts of the total temple height.
stūpi,svastika-prāsāda,HAS_DIMENSION_RATIO,0.0417,MEASUREMENT,The height of the finial (stūpi) of a Svastika temple is 1 out of 24 parts of the total temple height.
svastika-prāsāda,caturasra,HAS_PLAN_SHAPE,,DEFINITION,The Svastika temple has a square (caturasra) plan from its base to its finial.
śālā_7,karnakuta_2,LOCATED_ABOVE,,SPATIAL,"On a Svastika temple, the median aediculae (śālā) are more elevated than the corner aediculae (karṇakūṭa)."
svastika-prāsāda,sambhu_2,IS_DWELLING_FOR,,DEFINITION,The Svastika temple is a suitable dwelling for Śambhu (Shiva).
vimalākṛti-prāsāda,aṁśa_3,HAS_PLAN_DIVISION,,MEASUREMENT,The width of a Vimalākṛti temple is divided into 7 or 9 parts (aṁśa).
śikhara,astasra,HAS_PLAN_SHAPE,,DEFINITION,The roof (śikhara) of a Vimalākṛti temple is octagonal (aṣṭāśra).
griva_2,astasra,HAS_PLAN_SHAPE,,DEFINITION,The attic (grīva) and its stereobate (vedi) of a Vimalākṛti temple are octagonal (aṣṭāśra).
vimalākṛti-prāsāda,karnakuta_2,HAS_QUANTITY_OF,,DEFINITION,A Vimalākṛti temple has eight corner aediculae (karṇakūṭa).
vimalākṛti-prāsāda,śālā_7,HAS_QUANTITY_OF,,DEFINITION,A Vimalākṛti temple has twelve elongated aediculae (śālā).
griva_2,nāsikā,HAS_QUANTITY_OF,,DEFINITION,The attic (grīva) of a Vimalākṛti temple has eight false dormer windows (nāsikā).
vimalākṛti-prāsāda,kṣudra-nāsikā,HAS_QUANTITY_OF,,DEFINITION,A Vimalākṛti temple has one hundred and twenty small false dormer windows (kṣudra-nāsikā).
vimalākṛti-prāsāda,sambhu_2,IS_DWELLING_FOR,,DEFINITION,The Vimalākṛti temple is a suitable dwelling for Śambhu (Shiva).
hastipṛṣṭha-prāsāda,vṛttāyata-prāsāda,IS_A,,HIERARCHY,The Hastipṛṣṭha is a type of apsidal (vṛttāyata) temple.
hastipṛṣṭha-prāsāda,hastipṛṣṭha-prāsāda,HAS_DIMENSION_RATIO,1.5,MEASUREMENT,The length of a Hastipṛṣṭha temple is one and a half times its width.
adhisthana,vṛttāyata,HAS_PLAN_SHAPE,,DEFINITION,The base (adhiṣṭhāna) of a Hastipṛṣṭha temple is rounded at one extremity (apsidal).
griva_2,vṛttāyata,HAS_PLAN_SHAPE,,DEFINITION,The attic (grīva) of a Hastipṛṣṭha temple is rounded at one extremity (apsidal).
śikhara,vṛttāyata,HAS_PLAN_SHAPE,,DEFINITION,The roof (śikhara) of a Hastipṛṣṭha temple is rounded at one extremity (apsidal).
vṛttāyata-bhāga,hastipṛṣṭha-prāsāda,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The radius of the rounded (apsidal) part of a Hastipṛṣṭha temple is equal to half the building's total width.
mandapa_6,vimana_3,LOCATED_AT,,SPATIAL,The Mandapa (pavilion) is located in front of the Vimana (shrine).
mandapa_6,vimana_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The width of the Mandapa (pavilion) can be the same as the width of the Vimana (shrine).
mandapa_6,vimana_3,HAS_DIMENSION_RATIO,0.75,MEASUREMENT,The width of the Mandapa (pavilion) can be three-quarters the width of the Vimana (shrine).
mandapa_6,vimana_3,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The width of the Mandapa (pavilion) can be half the width of the Vimana (shrine).
karnakuta_2,mandapa_6,PART_OF,,HIERARCHY,A Mandapa (pavilion) is specified to have Karna-kutas (corner aediculae).
śālā_7,mandapa_6,PART_OF,,HIERARCHY,A Mandapa (pavilion) is specified to have Salas (elongated aediculae).
antarala_2,mandapa_6,LOCATED_BELOW,,SPATIAL,"If a covered passage (Antarala) is present with a Mandapa, it is situated on a lower level."
karnakuta_2,karnakuta_2,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The projection of a Karna-kuta (corner aedicula) from the reference line can be one-half of its own width.
karnakuta_2,karnakuta_2,HAS_DIMENSION_RATIO,0.25,MEASUREMENT,The projection of a Karna-kuta (corner aedicula) from the reference line can be one-quarter of its own width.
śālā_7,śālā_7,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The projection of a Sala (elongated aedicula) from the reference line can be one-half of its own width.
śālā_7,śālā_7,HAS_DIMENSION_RATIO,0.25,MEASUREMENT,The projection of a Sala (elongated aedicula) from the reference line can be one-quarter of its own width.
dvitiya-tala,prathama-tala,HAS_DIMENSION_RATIO,0.75,MEASUREMENT,"In a Hastiprstha temple, the width of the second storey (Dvitiya-tala) is six-eighths (3/4) the width of the ground floor (Prathama-tala)."
antima-tala,prathama-tala,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,"In a Hastiprstha temple, the width of the final storey (Antima-tala) is four-eighths (1/2) the width of the ground floor (Prathama-tala)."
garbhakuta,nasika,LOCATED_ABOVE,,SPATIAL,"On the gable of a Hastiprstha temple, a Garbhakuta is located above two wagon-roof shaped gables (Nasikas)."
kudu,sikhara,PART_OF,,HIERARCHY,The roof (Sikhara) of a Hastiprstha temple is decorated with thirty false dormer windows (Kudus).
kuta_7,hastipṛṣṭha,PART_OF,,HIERARCHY,A Hastiprstha temple is specified to have eight Kutas (square aediculae).
śālā_7,hastipṛṣṭha,PART_OF,,HIERARCHY,A Hastiprstha temple is specified to have eight Salas (elongated aediculae).
pañjara_3,hastipṛṣṭha,PART_OF,,HIERARCHY,A Hastiprstha temple is specified to have twelve Panjaras (intermediate aediculae).
kudyastambha,stambha_5,HAS_DIMENSION_RATIO,0.667,MEASUREMENT,The pilaster (Kudyastambha) of a Stambha-torana is two-thirds the height of the main pillars (Stambha) of the corresponding storey.
phalaka_4,uttara_6,LOCATED_ABOVE,,SPATIAL,"In a Stambha-torana, the Uttara (architrave) is located above the Phalaka (abacus)."
stambhatorana,stambha_5,LOCATED_AT,,SPATIAL,A Stambha-torana is designed to be placed in the space between pillars (Stambha).
torana_3,stambha_5,LOCATED_ABOVE,,SPATIAL,An arcature (Torana) is placed above an isolated pillar (Stambha) as a decorative element.
torana_3,prasada,PART_OF,,HIERARCHY,A Torana surmounting an isolated pillar can be a component of a temple (Prasada).
torana_3,mandapa_6,PART_OF,,HIERARCHY,A Torana surmounting an isolated pillar can be a component of a pavilion (Mandapa).
adhisthana,adhisthana,HAS_DIMENSION_RATIO,1.25,MEASUREMENT,"For a rectangular Adhisthana (base), the ratio of its length to its width is 10 to 8 parts (1.25)."
kuta_7,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"On a rectangular plan divided into 10x8 parts, the width of a Kuta (square aedicula) is one part (Amsa)."
śālā_7,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"On a rectangular plan divided into 10x8 parts, the width of a Sala (elongated aedicula) is one part (Amsa)."
pañjara_3,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"On a rectangular plan divided into 10x8 parts, the width of a Panjara (intermediate aedicula) is one part (Amsa)."
hāra_5,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"On a rectangular plan divided into 10x8 parts, the width of a Hara (dwarf-gallery) is one part (Amsa)."
dvitiya-tala,aṁśa_3,HAS_DIMENSION_RATIO,6.0,MEASUREMENT,"On a rectangular plan, the width of the second storey (Dvitiya-tala) is defined as six parts (Amsa)."
tritiya-tala,aṁśa_3,HAS_DIMENSION_RATIO,4.0,MEASUREMENT,"On a rectangular plan, the width of the third storey (Tritiya-tala) is defined as four parts (Amsa)."
dvitiya-tala,aṁśa_3,HAS_DIMENSION_RATIO,8.0,MEASUREMENT,"The length of the second storey (Dvitiya-tala) is two parts (Amsa) greater than its width (6 parts), resulting in a length of 8 parts."
tritiya-tala,aṁśa_3,HAS_DIMENSION_RATIO,6.0,MEASUREMENT,"The length of the third storey (Tritiya-tala) is two parts (Amsa) greater than its width (4 parts), resulting in a length of 6 parts."
gajaprstha_vimana,vimana_3,IS_A,,DEFINITION,"The Gajaprstha is a type of temple, named by the ancients, characterized by a rectangular plan with a rounded (apsidal) extremity, making it solid and well-adapted for its use."
svastibandhana_2,stambha_5,LOCATED_ABOVE,,SPATIAL,"In a Gajaprstha temple, Svastibandha type false dormer windows are located above the pillars."
stambha_5,gajaprstha_vimana,PART_OF,,HIERARCHY,A Gajaprstha temple can be decorated with any type of pillar (stambha).
adhisthana,gajaprstha_vimana,PART_OF,,HIERARCHY,Any type of base (adhisthana) is considered suitable for a Gajaprstha temple.
vimana_3,hasta_3,HAS_DIMENSION_RATIO,,MEASUREMENT,"A general architectural rule states that a temple's dimensions, regardless of its type, should be calculated in an even number of cubits (hasta)."
garbhagrha_2,navabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.3333,MEASUREMENT,"In a temple plan where the total width is 13 cubits and divided into 9 parts (aṁśa), the sanctum (garbhagrha) has a width of 3 parts."
bhitti,navabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.1111,MEASUREMENT,"In a 9-part temple plan, the thickness of the sanctum wall (bhitti) is specified as 1 part."
alindra_2,navabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.1111,MEASUREMENT,"In a 9-part temple plan, the width of the aisle (alinda) is specified as 1 part."
bahya_bhitti,navabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.1111,MEASUREMENT,"In a 9-part temple plan, the thickness of the exterior wall (bahya-bhitti) is specified as 1 part."
śālā_7,navabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.3333,MEASUREMENT,"In a 9-part temple plan, the width and length of the elongated aediculae (sala) are both 3 parts."
karnakuta_2,navabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.3333,MEASUREMENT,"In a 9-part temple plan, the width of the square corner aediculae (karna-kuta) is 3 parts."
pañjara_3,navabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.0555,MEASUREMENT,"In a 9-part temple plan, the width of the intermediate aediculae (panjara) is half a part."
nasika,śālā_7,PART_OF,,HIERARCHY,A porch-like niche (nasika) with a projection of three modules is located in the middle of each elongated aedicula (sala).
dvitiya_tala,bhumi_tala,HAS_DIMENSION_RATIO,0.6667,MEASUREMENT,The width of the second storey (dvitiya-tala) is six-ninths (2/3) of the width of the ground floor.
karnakuta_2,bhumi_tala,HAS_DIMENSION_RATIO,0.1111,MEASUREMENT,"On the second storey of a 9-part plan, the square aediculae (karna-kuta) are one part wide, relative to the ground floor's 9-part division."
sala_length,karna_kuta_width,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,"On the second storey of a 9-part plan, the length of the elongated aediculae (sala) is twice the width of the square aediculae."
antima_tala,bhumi_tala,HAS_DIMENSION_RATIO,0.3333,MEASUREMENT,The width of the upper storey (antima-tala) is three-ninths (1/3) of the width of the ground floor.
bhadrakostha_vimana,vimana_3,IS_A,,DEFINITION,"The Bhadrakostha is a temple type defined by a square base, octagonal attic and roof, and specific arrangements of aediculae on its storeys."
adhisthana,bhadrakostha_vimana,PART_OF,,HIERARCHY,The base (adhisthana) of a Bhadrakostha temple is square in shape.
griva_2,bhadrakostha_vimana,PART_OF,,HIERARCHY,The attic (griva) of a Bhadrakostha temple is octagonal in shape.
śikhara,bhadrakostha_vimana,PART_OF,,HIERARCHY,The main roof (shikhara) of a Bhadrakostha temple is octagonal in shape.
śikhara,karnakuta_2,PART_OF,,HIERARCHY,"In a Bhadrakostha temple, the roof of the corner aediculae (karna-kuta) on the first floor is square."
